,time_period,index,Rank_F6M
5693,2009_2,2009_2_zy1ppdox,214
5694,2009_2,2009_2_7i4ylwuj,281
5695,2009_2,2009_2_g77t6kmy,306
5696,2009_2,2009_2_o9njud2g,129
5697,2009_2,2009_2_c7erjkkz,191
5698,2009_2,2009_2_oe852x44,160
5699,2009_2,2009_2_qjxax0q7,9
5700,2009_2,2009_2_dtys8rn0,19
5701,2009_2,2009_2_kwv5bh3l,231
5702,2009_2,2009_2_y2nolk4j,258
5703,2009_2,2009_2_xf9hyhnb,110
5704,2009_2,2009_2_yn0fqnd1,252
5705,2009_2,2009_2_d71whifv,240
5706,2009_2,2009_2_d527ue84,153
5707,2009_2,2009_2_4ifwp66w,324
5708,2009_2,2009_2_d9ug8xe2,68
5709,2009_2,2009_2_2ys5mam8,305
5710,2009_2,2009_2_s1hhz1ex,54
5711,2009_2,2009_2_bgsa1w6y,42
5712,2009_2,2009_2_r7ik1pib,154
5713,2009_2,2009_2_s8m7fb2c,244
5714,2009_2,2009_2_8io88t99,76
5715,2009_2,2009_2_vwnfvtgi,131
5716,2009_2,2009_2_l1kn05yg,174
5717,2009_2,2009_2_ragpbpol,200
5718,2009_2,2009_2_py7upvzv,58
5719,2009_2,2009_2_bekqe2cb,332
5720,2009_2,2009_2_kpe1hpz8,62
5721,2009_2,2009_2_7oysj6cr,239
5722,2009_2,2009_2_keb8jfzn,99
5723,2009_2,2009_2_1033baxs,352
5724,2009_2,2009_2_15bka86g,34
5725,2009_2,2009_2_iwttp4vm,299
5726,2009_2,2009_2_jk4k8w28,265
5727,2009_2,2009_2_1glzt8yx,338
5728,2009_2,2009_2_lsv60yd7,243
5729,2009_2,2009_2_qa8ps9qk,33
5730,2009_2,2009_2_l8p9jrs3,293
5731,2009_2,2009_2_vrm38zii,183
5732,2009_2,2009_2_cssbbgk3,15
5733,2009_2,2009_2_w1libqzo,223
5734,2009_2,2009_2_f4o77f2z,93
5735,2009_2,2009_2_1hgpvzaa,221
5736,2009_2,2009_2_my50yerc,166
5737,2009_2,2009_2_fs2m2k3t,343
5738,2009_2,2009_2_mribbc8k,8
5739,2009_2,2009_2_j1ucdt2j,301
5740,2009_2,2009_2_aumsk5hl,355
5741,2009_2,2009_2_14gn571d,169
5742,2009_2,2009_2_6vqew9uy,195
5743,2009_2,2009_2_q92rly66,38
5744,2009_2,2009_2_lsk5jikt,294
5745,2009_2,2009_2_ux7xqk84,175
5746,2009_2,2009_2_mhuexy6u,304
5747,2009_2,2009_2_u8w445tw,72
5748,2009_2,2009_2_yfbb71a1,120
5749,2009_2,2009_2_tf9m7ngs,90
5750,2009_2,2009_2_evam0x9l,205
5751,2009_2,2009_2_qcys7sx4,171
5752,2009_2,2009_2_rzp03mq8,163
5753,2009_2,2009_2_7xobl5zd,199
5754,2009_2,2009_2_2g66wpyi,274
5755,2009_2,2009_2_1hxglyer,228
5756,2009_2,2009_2_c88p9ko5,344
5757,2009_2,2009_2_sp03h7zr,20
5758,2009_2,2009_2_iygr36wt,157
5759,2009_2,2009_2_pdd9xjbi,340
5760,2009_2,2009_2_nho0muin,142
5761,2009_2,2009_2_85anz03r,46
5762,2009_2,2009_2_ucsx0q24,143
5763,2009_2,2009_2_f43rkshc,339
5764,2009_2,2009_2_2lhy0mil,57
5765,2009_2,2009_2_lii45q0w,82
5766,2009_2,2009_2_xis7zxjg,319
5767,2009_2,2009_2_exbz7pbj,276
5768,2009_2,2009_2_exlmmgsn,248
5769,2009_2,2009_2_qrwoi29g,257
5770,2009_2,2009_2_23k3n05p,27
5771,2009_2,2009_2_jcu85l4x,273
5772,2009_2,2009_2_pvx70p9i,78
5773,2009_2,2009_2_mifc0f5z,246
5774,2009_2,2009_2_k29g14y6,350
5775,2009_2,2009_2_eltl3xpu,116
5776,2009_2,2009_2_l39uy545,235
5777,2009_2,2009_2_7at6y0ja,201
5778,2009_2,2009_2_wa1gcgxy,70
5779,2009_2,2009_2_1f06zajc,179
5780,2009_2,2009_2_r2bg0zuj,216
5781,2009_2,2009_2_54km7783,53
5782,2009_2,2009_2_ftpingyc,56
5783,2009_2,2009_2_5eo8k7a0,234
5784,2009_2,2009_2_oybfrouo,37
5785,2009_2,2009_2_00w3rhme,66
5786,2009_2,2009_2_jx8gpmp9,279
5787,2009_2,2009_2_u3fzjngb,250
5788,2009_2,2009_2_n9899enb,181
5789,2009_2,2009_2_8oi9kx6f,100
5790,2009_2,2009_2_l1feswfb,346
5791,2009_2,2009_2_zihsbz5k,18
5792,2009_2,2009_2_9vja7b9n,207
5793,2009_2,2009_2_xfnxsx1t,144
5794,2009_2,2009_2_tqwh1sih,148
5795,2009_2,2009_2_1mc1nwiy,326
5796,2009_2,2009_2_vmydnqgz,298
5797,2009_2,2009_2_q6fp8cea,260
5798,2009_2,2009_2_s0wqhngb,60
5799,2009_2,2009_2_m7nhpbwu,347
5800,2009_2,2009_2_d2dou2fa,98
5801,2009_2,2009_2_tr5hd5cr,295
5802,2009_2,2009_2_f3ckk7yd,227
5803,2009_2,2009_2_e07h2qex,114
5804,2009_2,2009_2_2r12aun9,52
5805,2009_2,2009_2_4qeb8aa1,253
5806,2009_2,2009_2_9ym7wwl9,249
5807,2009_2,2009_2_iemotoxm,168
5808,2009_2,2009_2_4zs25ymp,290
5809,2009_2,2009_2_jrzg3ok4,266
5810,2009_2,2009_2_m6oxn624,121
5811,2009_2,2009_2_pde6tpak,41
5812,2009_2,2009_2_xp0zofku,2
5813,2009_2,2009_2_9y5q444a,321
5814,2009_2,2009_2_bz771gzl,55
5815,2009_2,2009_2_f0gol5tf,48
5816,2009_2,2009_2_9nd6hhd2,51
5817,2009_2,2009_2_33t6jrqs,145
5818,2009_2,2009_2_7ngqwmz8,284
5819,2009_2,2009_2_kutr0y4f,31
5820,2009_2,2009_2_n4lkl4hj,167
5821,2009_2,2009_2_drvzehjv,259
5822,2009_2,2009_2_zy26de5k,173
5823,2009_2,2009_2_oumaw19k,158
5824,2009_2,2009_2_67ajxjrt,112
5825,2009_2,2009_2_gxyqw95n,217
5826,2009_2,2009_2_v1qfy7b1,101
5827,2009_2,2009_2_bptl3gz5,255
5828,2009_2,2009_2_37xefwxv,254
5829,2009_2,2009_2_gzj95ukw,348
5830,2009_2,2009_2_e918lby6,225
5831,2009_2,2009_2_1rugda70,176
5832,2009_2,2009_2_77gt10si,178
5833,2009_2,2009_2_r06nwzdr,161
5834,2009_2,2009_2_04m3ls8r,135
5835,2009_2,2009_2_w3sajfbq,107
5836,2009_2,2009_2_damiqzr8,146
5837,2009_2,2009_2_9dlbs9yy,230
5838,2009_2,2009_2_pih83sy0,134
5839,2009_2,2009_2_2lhpueco,351
5840,2009_2,2009_2_ycidjlhi,7
5841,2009_2,2009_2_0w6r7up3,149
5842,2009_2,2009_2_8iplin53,61
5843,2009_2,2009_2_fapkc8wl,189
5844,2009_2,2009_2_w3tl1g8r,77
5845,2009_2,2009_2_l737sqbb,14
5846,2009_2,2009_2_vtlvhvmp,150
5847,2009_2,2009_2_o5ttl45k,202
5848,2009_2,2009_2_a9weost2,165
5849,2009_2,2009_2_t4p60k4k,152
5850,2009_2,2009_2_1f359pfw,115
5851,2009_2,2009_2_fnbeozi9,328
5852,2009_2,2009_2_qxl1ixle,177
5853,2009_2,2009_2_2j8mtca1,138
5854,2009_2,2009_2_vme105o9,22
5855,2009_2,2009_2_bvc01l2u,264
5856,2009_2,2009_2_vs11afqf,159
5857,2009_2,2009_2_6ahvauba,16
5858,2009_2,2009_2_q0s6qoew,196
5859,2009_2,2009_2_jlh83xl9,251
5860,2009_2,2009_2_vmjffk3e,303
5861,2009_2,2009_2_h86ey1sn,105
5862,2009_2,2009_2_3vhxd1nu,185
5863,2009_2,2009_2_uoyt00y9,119
5864,2009_2,2009_2_9gjgc1p6,25
5865,2009_2,2009_2_cyo10dmf,271
5866,2009_2,2009_2_ygc31gap,297
5867,2009_2,2009_2_5zkq5gu4,224
5868,2009_2,2009_2_fm6ixjvx,203
5869,2009_2,2009_2_356g7ia4,45
5870,2009_2,2009_2_yyhviznh,74
5871,2009_2,2009_2_jb4ms9vk,186
5872,2009_2,2009_2_bspu9sr0,342
5873,2009_2,2009_2_6ck2xy1o,182
5874,2009_2,2009_2_v36d7qxh,59
5875,2009_2,2009_2_6ca40vqu,322
5876,2009_2,2009_2_af0ng6b4,69
5877,2010_1,2010_1_813bdqno,78
5878,2010_1,2010_1_vlz9gg11,346
5879,2010_1,2010_1_ruiquycm,22
5880,2010_1,2010_1_2lfcv0h0,6
5881,2010_1,2010_1_r2qzxxq5,219
5882,2010_1,2010_1_lkch7pad,125
5883,2010_1,2010_1_70m9mvhd,237
5884,2010_1,2010_1_vtzvfsev,160
5885,2010_1,2010_1_lspgavsf,144
5886,2010_1,2010_1_e8fiubec,12
5887,2010_1,2010_1_qj2wlcq8,60
5888,2010_1,2010_1_vw1jkb2d,318
5889,2010_1,2010_1_nzpdpxsc,272
5890,2010_1,2010_1_skfsjldg,177
5891,2010_1,2010_1_fn787n5q,56
5892,2010_1,2010_1_r0lodcf1,192
5893,2010_1,2010_1_83wp6mxs,339
5894,2010_1,2010_1_o4qcyvu5,46
5895,2010_1,2010_1_92iu6tah,194
5896,2010_1,2010_1_5hn124q4,19
5897,2010_1,2010_1_ui3041ys,165
5898,2010_1,2010_1_mzql86bi,288
5899,2010_1,2010_1_07puv328,171
5900,2010_1,2010_1_ddmiceox,262
5901,2010_1,2010_1_dhaq200j,174
5902,2010_1,2010_1_sxqzkpta,130
5903,2010_1,2010_1_4ktjfq1r,39
5904,2010_1,2010_1_ddiqeusj,230
5905,2010_1,2010_1_akul5r5g,58
5906,2010_1,2010_1_hb89h9w5,126
5907,2010_1,2010_1_u6z4r3zf,112
5908,2010_1,2010_1_rqvvv7kr,212
5909,2010_1,2010_1_5pr1zgjt,99
5910,2010_1,2010_1_ic4u5eis,176
5911,2010_1,2010_1_yjve1hw0,254
5912,2010_1,2010_1_lw7d6dne,147
5913,2010_1,2010_1_90hqj307,140
5914,2010_1,2010_1_1iv88f1w,50
5915,2010_1,2010_1_kotcu12x,132
5916,2010_1,2010_1_1hr2qwjl,195
5917,2010_1,2010_1_2gofd8n1,52
5918,2010_1,2010_1_b10utuox,273
5919,2010_1,2010_1_uik84s2b,98
5920,2010_1,2010_1_epkwn0qw,10
5921,2010_1,2010_1_sty33xue,55
5922,2010_1,2010_1_h5jj09dr,151
5923,2010_1,2010_1_grungrpp,225
5924,2010_1,2010_1_vn6dsbwa,119
5925,2010_1,2010_1_nfzlu410,207
5926,2010_1,2010_1_t0qhl34n,181
5927,2010_1,2010_1_1d4fs92g,73
5928,2010_1,2010_1_5deod9u5,291
5929,2010_1,2010_1_1qgu6hqo,48
5930,2010_1,2010_1_i70kfe5s,239
5931,2010_1,2010_1_04fzlz15,80
5932,2010_1,2010_1_k7auqvl6,280
5933,2010_1,2010_1_rtxy08z8,110
5934,2010_1,2010_1_k61vsvc0,94
5935,2010_1,2010_1_nlnjank0,18
5936,2010_1,2010_1_jwqv8ec3,178
5937,2010_1,2010_1_q25k75cf,59
5938,2010_1,2010_1_rb4h7jcj,350
5939,2010_1,2010_1_axeamy4r,85
5940,2010_1,2010_1_7ped87es,7
5941,2010_1,2010_1_ari9ld5b,298
5942,2010_1,2010_1_s87s9fjq,3
5943,2010_1,2010_1_79lffg0q,83
5944,2010_1,2010_1_etpo9geu,258
5945,2010_1,2010_1_xxq74wud,264
5946,2010_1,2010_1_fu9n1y2c,122
5947,2010_1,2010_1_jojbyrhc,202
5948,2010_1,2010_1_r9owkhnj,243
5949,2010_1,2010_1_rw5t6era,198
5950,2010_1,2010_1_aqac1z3m,172
5951,2010_1,2010_1_46ke6v2m,265
5952,2010_1,2010_1_8xw9nvdg,241
5953,2010_1,2010_1_zi0kxavb,113
5954,2010_1,2010_1_f9e2fq69,51
5955,2010_1,2010_1_b3by6bla,260
5956,2010_1,2010_1_x627bog3,29
5957,2010_1,2010_1_hsepdx2s,328
5958,2010_1,2010_1_e2r758op,69
5959,2010_1,2010_1_vd8xz9ad,101
5960,2010_1,2010_1_emvoz3g0,131
5961,2010_1,2010_1_3v1zdo37,154
5962,2010_1,2010_1_fnfm0agf,159
5963,2010_1,2010_1_l44zoaol,191
5964,2010_1,2010_1_kp68vml2,187
5965,2010_1,2010_1_fqq0qm9i,317
5966,2010_1,2010_1_emwk9gm9,182
5967,2010_1,2010_1_yg70a2f0,300
5968,2010_1,2010_1_px86q95x,276
5969,2010_1,2010_1_f4pfheyq,327
5970,2010_1,2010_1_n576oahd,88
5971,2010_1,2010_1_hq0dz023,158
5972,2010_1,2010_1_1a7h4og7,247
5973,2010_1,2010_1_d40p4lwj,343
5974,2010_1,2010_1_aenu326k,70
5975,2010_1,2010_1_kg4ud9bq,120
5976,2010_1,2010_1_zgly3s1r,310
5977,2010_1,2010_1_q1c8esbr,286
5978,2010_1,2010_1_upx1d354,340
5979,2010_1,2010_1_um74weqx,282
5980,2010_1,2010_1_fubxv3ck,196
5981,2010_1,2010_1_osf6dfih,24
5982,2010_1,2010_1_gof37nt7,35
5983,2010_1,2010_1_5kmxu3et,16
5984,2010_1,2010_1_nq755f62,224
5985,2010_1,2010_1_oh4q0x1k,319
5986,2010_1,2010_1_zmxoo9sx,257
5987,2010_1,2010_1_xidr9pc6,270
5988,2010_1,2010_1_65pkmxvm,214
5989,2010_1,2010_1_cfh53g2y,218
5990,2010_1,2010_1_6mjac6yh,312
5991,2010_1,2010_1_hnol11lm,333
5992,2010_1,2010_1_c59l6uwm,345
5993,2010_1,2010_1_j6kw18uq,305
5994,2010_1,2010_1_j9n4v7nn,275
5995,2010_1,2010_1_a8to7827,17
5996,2010_1,2010_1_hbvaim7k,231
5997,2010_1,2010_1_wiz0d80e,342
5998,2010_1,2010_1_vy97vi1k,27
5999,2010_1,2010_1_afku3984,57
6000,2010_1,2010_1_dnd1s0wq,87
6001,2010_1,2010_1_935rxgz8,229
6002,2010_1,2010_1_7ur7ixjc,277
6003,2010_1,2010_1_s4k3npcq,233
6004,2010_1,2010_1_vm0baaxy,32
6005,2010_1,2010_1_93a01eq5,137
6006,2010_1,2010_1_os9kyig8,255
6007,2010_1,2010_1_j3gh7g1q,248
6008,2010_1,2010_1_cm235fg8,281
6009,2010_1,2010_1_3vvgofte,314
6010,2010_1,2010_1_7bl8b98u,15
6011,2010_1,2010_1_w8gj94s2,344
6012,2010_1,2010_1_34ra7wzr,9
6013,2010_1,2010_1_xlgk7177,45
6014,2010_1,2010_1_42cewx2m,157
6015,2010_1,2010_1_l79hw0ty,161
6016,2010_1,2010_1_1z7r1fwe,93
6017,2010_1,2010_1_y266fe4v,138
6018,2010_1,2010_1_e4ncvqxu,26
6019,2010_1,2010_1_ug38ahvr,44
6020,2010_1,2010_1_3it18coy,169
6021,2010_1,2010_1_v51s9xvn,167
6022,2010_1,2010_1_kb8ivigo,251
6023,2010_1,2010_1_300csan9,216
6024,2010_1,2010_1_q54qp7z4,285
6025,2010_1,2010_1_e9r00y99,127
6026,2010_1,2010_1_vgtbet2v,100
6027,2010_1,2010_1_64z50r33,111
6028,2010_1,2010_1_adwls8uf,292
6029,2010_1,2010_1_4k8w7nc8,72
6030,2010_1,2010_1_5s99tzhb,179
6031,2010_1,2010_1_g0idfpkl,13
6032,2010_1,2010_1_tg7iyg76,246
6033,2010_1,2010_1_9a8pggre,118
6034,2010_1,2010_1_vl0ptx0l,62
6035,2010_1,2010_1_8ctij1e5,321
6036,2010_1,2010_1_870oo7be,249
6037,2010_1,2010_1_ijixbs2m,128
6038,2010_1,2010_1_n67a4eas,71
6039,2010_1,2010_1_rq3r4kgv,168
6040,2010_1,2010_1_6qbxcpbr,75
6041,2010_1,2010_1_m6sl96oj,347
6042,2010_1,2010_1_fv4nfcfg,242
6043,2010_1,2010_1_vblrf58e,185
6044,2010_1,2010_1_h1eohbgx,108
6045,2010_1,2010_1_mn7qg3ep,210
6046,2010_1,2010_1_pd9czyie,259
6047,2010_1,2010_1_pdn112ig,211
6048,2010_1,2010_1_bqjcpyjt,175
6049,2010_1,2010_1_8mc5exj2,289
6050,2010_1,2010_1_8uhghawt,107
6051,2010_1,2010_1_bfqljc1j,37
6052,2010_1,2010_1_eozlfj6p,302
6053,2010_1,2010_1_jl1glk6g,244
6054,2010_1,2010_1_16uqb3v4,89
6055,2010_1,2010_1_swppju21,102
6056,2010_1,2010_1_bqv23xj5,316
6057,2010_1,2010_1_wosvq61q,25
6058,2010_1,2010_1_j6bbjvfk,253
6059,2010_1,2010_1_upxkqh92,184
6060,2010_1,2010_1_uxw5zz6x,105
6061,2010_1,2010_1_7gak2hm2,188
6062,2010_1,2010_1_7tmuqkzh,8
6063,2010_1,2010_1_rqjrk9mj,322
6064,2010_1,2010_1_iy3r7pz7,82
6065,2010_1,2010_1_98p89ugo,34
6066,2010_1,2010_1_q194bmst,221
6067,2010_1,2010_1_c9b671rn,263
6068,2010_1,2010_1_0f9cavw7,331
6069,2010_1,2010_1_bbi4llei,152
6070,2010_1,2010_1_7kfqaljt,213
6071,2010_1,2010_1_ebnw6isg,66
6072,2010_1,2010_1_1b10xzq5,204
6073,2010_1,2010_1_q23vhpk3,67
6074,2010_1,2010_1_vm8c6ffi,90
6075,2010_1,2010_1_icubyoj7,341
6076,2010_1,2010_1_7kgya0zz,81
6077,2010_1,2010_1_lc5kzkjo,20
6078,2010_1,2010_1_eget67xk,313
6079,2010_1,2010_1_hmmmqmm5,31
6080,2010_1,2010_1_gnj5wvd9,76
6081,2010_1,2010_1_ukflp79i,209
6082,2010_1,2010_1_2scfufs5,164
6083,2010_1,2010_1_wfr1so1p,33
6084,2010_1,2010_1_ngcx1bve,278
6085,2010_1,2010_1_y9fgihv5,234
6086,2010_1,2010_1_yox3kz3p,303
6087,2010_1,2010_1_6340z6u8,296
6088,2010_1,2010_1_4k72yea9,139
6089,2010_1,2010_1_t5b0qly7,124
6090,2010_1,2010_1_1evcbvbj,226
6091,2010_1,2010_1_24zp3pds,307
6092,2010_1,2010_1_r1p4r37z,320
6093,2010_1,2010_1_dnjkpt06,156
6094,2010_1,2010_1_rsxkv78r,240
6095,2010_1,2010_1_xp5n6m32,79
6096,2010_1,2010_1_ql84wly8,330
6097,2010_1,2010_1_xtbkx5ln,206
6098,2010_1,2010_1_lfo98fch,123
6099,2010_1,2010_1_jq5hk4fa,279
6100,2010_1,2010_1_ce0qx0bu,163
6101,2010_1,2010_1_frput42v,64
6102,2010_1,2010_1_9bonz5am,268
6103,2010_1,2010_1_4z4usq4v,326
6104,2010_1,2010_1_wg7uudga,301
6105,2010_1,2010_1_wf2lre6y,238
6106,2010_1,2010_1_yo3sqave,106
6107,2010_1,2010_1_swkt9use,104
6108,2010_1,2010_1_p5590ot6,30
6109,2010_1,2010_1_ara4bu4i,63
6110,2010_1,2010_1_5gnmjcws,23
6111,2010_1,2010_1_2dizb78r,109
6112,2010_1,2010_1_997sibvr,65
6113,2010_1,2010_1_4ulny7g4,349
6114,2010_1,2010_1_npoa9ltj,14
6115,2010_1,2010_1_na5m1pn9,96
6116,2010_1,2010_1_cu6keytd,309
6117,2010_1,2010_1_kbvyqyzm,200
6118,2010_1,2010_1_970s7jyp,68
6119,2010_1,2010_1_2hlhxzuu,133
6120,2010_1,2010_1_477h7vpd,49
6121,2010_1,2010_1_p5kaepwg,304
6122,2010_1,2010_1_aagcf5dy,103
6123,2010_1,2010_1_76zc5hib,4
6124,2010_1,2010_1_jefqtrb5,261
6125,2010_1,2010_1_sdhbiq6k,43
6126,2010_1,2010_1_2l37jnfn,232
6127,2010_1,2010_1_likec8p8,2
6128,2010_1,2010_1_99fml14m,208
6129,2010_1,2010_1_x48ea2xr,129
6130,2010_1,2010_1_29lqcsu6,287
6131,2010_1,2010_1_zdr8o93d,41
6132,2010_1,2010_1_jamxp8sh,61
6133,2010_1,2010_1_aetz1iuq,150
6134,2010_1,2010_1_82mvbs7h,190
6135,2010_1,2010_1_ybngz9i0,162
6136,2010_1,2010_1_426kw4s9,142
6137,2010_1,2010_1_xormkpc8,299
6138,2010_1,2010_1_1kxgkua9,250
6139,2010_1,2010_1_zngplu19,180
6140,2010_1,2010_1_1txyavv8,334
6141,2010_1,2010_1_cf7avigj,153
6142,2010_1,2010_1_8qhbzlk7,84
6143,2010_1,2010_1_4lua335n,323
6144,2010_1,2010_1_mwywwvh8,38
6145,2010_1,2010_1_a10keqoc,337
6146,2010_1,2010_1_q0tpew51,267
6147,2010_1,2010_1_wttk21si,117
6148,2010_1,2010_1_8dy1v6ux,199
6149,2010_1,2010_1_w6fpmfn1,116
6150,2010_1,2010_1_1feh35r6,324
6151,2010_1,2010_1_f70390ti,294
6152,2010_1,2010_1_xwe1ydu4,336
6153,2010_1,2010_1_vkfznhq2,306
6154,2010_1,2010_1_f9k6dtti,308
6155,2010_1,2010_1_kdc4xyhj,36
6156,2010_1,2010_1_bqc5f1o5,235
6157,2010_1,2010_1_m0xcf01x,91
6158,2010_1,2010_1_yn4q4f3m,284
6159,2010_1,2010_1_ogc0e0k3,348
6160,2010_1,2010_1_28i5anen,252
6161,2010_1,2010_1_a6lib1lp,332
6162,2010_1,2010_1_20jppgbx,54
6163,2010_1,2010_1_4ri7ivap,11
6164,2010_1,2010_1_8desa1gl,5
6165,2010_1,2010_1_plbyak27,21
6166,2010_1,2010_1_vux6gcev,145
6167,2010_1,2010_1_6c1snvr9,135
6168,2010_1,2010_1_4llfs48g,42
6169,2010_1,2010_1_giefcunl,227
6170,2010_1,2010_1_v4x6orwx,283
6171,2010_1,2010_1_hom62zcr,311
6172,2010_1,2010_1_sbht5upa,222
6173,2010_1,2010_1_jvhvfjt1,114
6174,2010_1,2010_1_pb2oyvj5,338
6175,2010_1,2010_1_sla0wd1v,197
6176,2010_1,2010_1_7e7m34na,325
6177,2010_1,2010_1_6dcv4vo5,315
6178,2010_1,2010_1_tmhmh6qy,271
6179,2010_1,2010_1_enzphl36,28
6180,2010_1,2010_1_3kza7xwk,53
6181,2010_1,2010_1_usvs2mts,166
6182,2010_1,2010_1_n2ka3t54,295
6183,2010_1,2010_1_duflf92c,77
6184,2010_1,2010_1_ogffyzj1,269
6185,2010_1,2010_1_p55lp831,47
6186,2010_1,2010_1_2mc3awlj,74
6187,2010_1,2010_1_xn1q7c9r,266
6188,2010_1,2010_1_l7yeyyvm,205
6189,2010_1,2010_1_qfa4q1jd,290
6190,2010_1,2010_1_mfwfuj27,223
6191,2010_1,2010_1_sj3if73e,201
6192,2010_1,2010_1_df1gv9cv,297
6193,2010_1,2010_1_f5sd1f8w,149
6194,2010_1,2010_1_lpl5p438,173
6195,2010_1,2010_1_tl8s2l91,95
6196,2010_1,2010_1_6m8g6lf1,148
6197,2010_1,2010_1_8iblh3ue,97
6198,2010_1,2010_1_nifn2rv6,183
6199,2010_1,2010_1_pfxr77ti,217
6200,2010_1,2010_1_iunmcpf4,293
6201,2010_1,2010_1_3vesqdvb,115
6202,2010_1,2010_1_s2r25da2,134
6203,2010_1,2010_1_kyqn9ax6,155
6204,2010_1,2010_1_w95c29ua,274
6205,2010_1,2010_1_p8isae22,86
6206,2010_1,2010_1_o73sfbcy,121
6207,2010_1,2010_1_hosil5p7,203
6208,2010_1,2010_1_0bh2qpl8,329
6209,2010_1,2010_1_1m4537ne,193
6210,2010_1,2010_1_x7xj9ben,256
6211,2010_1,2010_1_4zlo66g9,186
6212,2010_1,2010_1_gv7ekuou,245
6213,2010_1,2010_1_83cznb0t,236
6214,2010_1,2010_1_qsoor517,228
6215,2010_1,2010_1_ckkk0p8z,136
6216,2010_1,2010_1_yklheh70,335
6217,2010_1,2010_1_59wivnzd,92
6218,2010_1,2010_1_c8vhcsg1,220
6219,2010_1,2010_1_ypifbshx,143
6220,2010_1,2010_1_bozdza9z,1
6221,2010_1,2010_1_sosqey8q,40
6222,2010_1,2010_1_xzcw526w,215
6223,2010_1,2010_1_kc742him,170
6224,2010_1,2010_1_vkeajpep,189
6225,2010_1,2010_1_zl1cxyuf,146
6226,2010_1,2010_1_mudja1n5,141
6227,2010_2,2010_2_i24790tt,128
6228,2010_2,2010_2_a5bgsmz6,250
6229,2010_2,2010_2_iavmw8w2,161
6230,2010_2,2010_2_bz7k3gdo,306
6231,2010_2,2010_2_0btwdpn7,329
6232,2010_2,2010_2_bqn4lld7,248
6233,2010_2,2010_2_79vmpwoz,309
6234,2010_2,2010_2_22pqgmpg,243
6235,2010_2,2010_2_orkhvoh1,72
6236,2010_2,2010_2_t0n74n4l,297
6237,2010_2,2010_2_c9o08m1z,49
6238,2010_2,2010_2_gz4dkk90,208
6239,2010_2,2010_2_wjo2iwkh,335
6240,2010_2,2010_2_pvbhb5gs,14
6241,2010_2,2010_2_avslc2eh,153
6242,2010_2,2010_2_67poeln9,158
6243,2010_2,2010_2_nyxb7sjr,174
6244,2010_2,2010_2_gk9ee5jt,148
6245,2010_2,2010_2_vzgs63n3,307
6246,2010_2,2010_2_tl7wd5ke,186
6247,2010_2,2010_2_v05e70m0,278
6248,2010_2,2010_2_bydv1jm5,16
6249,2010_2,2010_2_cs5x3x9p,302
6250,2010_2,2010_2_6ea5a6wq,121
6251,2010_2,2010_2_duhukyjt,347
6252,2010_2,2010_2_hxzjm6qk,64
6253,2010_2,2010_2_4pllrnid,29
6254,2010_2,2010_2_ow3lp8br,92
6255,2010_2,2010_2_absmb4ys,127
6256,2010_2,2010_2_pwvc6qv8,272
6257,2010_2,2010_2_ycuqoo70,125
6258,2010_2,2010_2_0oj0yskv,126
6259,2010_2,2010_2_0nu6pusn,255
6260,2010_2,2010_2_0jpjalaw,196
6261,2010_2,2010_2_v8vm85bm,145
6262,2010_2,2010_2_y8vwj4a2,220
6263,2010_2,2010_2_y4i2v93w,291
6264,2010_2,2010_2_2qj7ukht,217
6265,2010_2,2010_2_3ym341ak,313
6266,2010_2,2010_2_4907ll6t,230
6267,2010_2,2010_2_w94jh8vk,97
6268,2010_2,2010_2_not6x7oa,37
6269,2010_2,2010_2_urmevn3v,42
6270,2010_2,2010_2_z5c9wcwg,241
6271,2010_2,2010_2_gunxq22p,207
6272,2010_2,2010_2_182w3vpi,191
6273,2010_2,2010_2_vwyj9yng,98
6274,2010_2,2010_2_id4qz0p2,175
6275,2010_2,2010_2_3sc18ka9,159
6276,2010_2,2010_2_okwuo6fc,252
6277,2010_2,2010_2_pnx0agr4,68
6278,2010_2,2010_2_mb9uq5u8,273
6279,2010_2,2010_2_x5cmiz43,311
6280,2010_2,2010_2_k4eda2sn,201
6281,2010_2,2010_2_llsmmqrd,150
6282,2010_2,2010_2_ah6p5p10,289
6283,2010_2,2010_2_a34xqke7,152
6284,2010_2,2010_2_kd2nafyz,133
6285,2010_2,2010_2_kv1mo7n7,314
6286,2010_2,2010_2_pdqwrrum,212
6287,2010_2,2010_2_y84xxtfk,187
6288,2010_2,2010_2_z4ezvnap,35
6289,2010_2,2010_2_rcxjbuyx,183
6290,2010_2,2010_2_tgu37shg,115
6291,2010_2,2010_2_cxxhaxe4,172
6292,2010_2,2010_2_8vvr5bi8,232
6293,2010_2,2010_2_vkx0zo4v,116
6294,2010_2,2010_2_zomyubmv,50
6295,2010_2,2010_2_2h6ckpy2,233
6296,2010_2,2010_2_d7mba4af,96
6297,2010_2,2010_2_fop7r551,318
6298,2010_2,2010_2_4ddjlcm6,18
6299,2010_2,2010_2_bav79k5a,124
6300,2010_2,2010_2_tbjp8l3x,245
6301,2010_2,2010_2_77b9o5st,179
6302,2010_2,2010_2_ekswffyf,352
6303,2010_2,2010_2_9x70t7ym,301
6304,2010_2,2010_2_w0jbk7mr,350
6305,2010_2,2010_2_9nk5xc3j,330
6306,2010_2,2010_2_st9c9y22,244
